"thumnail_img_src","thumnail_title","thumnail_meta","post_link"
"https://mimgnews.pstatic.net/image/origin/437/2019/09/07/219263.jpg?type=ofullfill106_72","[비하인드 뉴스] ""충격"" ""위선"" 청문회 쓴소리…그리고 후유증","{""thumnail_short_text"":""[앵커] 비하인드 뉴스를 시작하겠습니다. 최재원 기자가 나와 있습니다. 첫 번째 …"",""thumnail_press"":""JTBC"",""thumnail_date"":""13시간전""}","https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=437&aid=0000219263"
"https://mimgnews.pstatic.net/image/origin/056/2019/09/07/10740740.jpg?type=ofullfill106_72","민주 “서초동 있어야 할 검찰이”…한국 “이래도 버티나”","{""thumnail_short_text"":""[앵커] 민주당은 검찰에 허를 찔렸다며 강한 유감과 분노를 표시했습니다. 한국당은 …"",""thumnail_press"":""KBS"",""thumnail_date"":""14시간전""}","https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=056&aid=0010740740"
"https://mimgnews.pstatic.net/image/origin/056/2019/09/07/10740739.jpg?type=ofullfill106_72","한 방 없이 끝난 ‘맹탕 청문회’…결국 주도권은 검찰에","{""thumnail_short_text"":""[앵커] 28일 만에 열린 조국 후보자 인사청문회... 청문회 시작부터 끝까지 시 …"",""thumnail_press"":""KBS"",""thumnail_date"":""14시간전""}","https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=056&aid=0010740739"
"https://mimgnews.pstatic.net/image/origin/056/2019/09/07/10740738.jpg?type=ofullfill106_72","청문회 중 후보자 부인 ‘전격 기소’…조국 거취는?","{""thumnail_short_text"":""[앵커] 태풍 소식은 잠시 뒤에 다시 알아보겠습니다. 검찰이 조국 법무장관 후보자 …"",""thumnail_press"":""KBS"",""thumnail_date"":""14시간전""}","https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=056&aid=0010740738"
"https://mimgnews.pstatic.net/image/origin/469/2019/09/07/420476.jpg?type=ofullfill106_72","대통령의 시간… ‘배우자 리스크’에도 조국 임명 결단할까","{""thumnail_short_text"":""결정적 한 방 없던 ‘맹탕 청문회’에도 한밤 검찰의 배우자 기소는 적잖은 부담 여 …"",""thumnail_press"":""한국일보"",""thumnail_date"":""14시간전""}","https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=469&aid=0000420476"
"https://mimgnews.pstatic.net/image/origin/055/2019/09/07/757191.jpg?type=ofullfill106_72","자료 찢고 '팀킬'까지…14시간 조국 청문회, 뭘 남겼나","{""thumnail_short_text"":""<앵커> 어제(6일) 청문회도 좀 되짚어볼 부분들이 있습니다. 어렵게 성사가 돼서 …"",""thumnail_press"":""SBS"",""thumnail_date"":""14시간전""}","https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=055&aid=0000757191"
"https://mimgnews.pstatic.net/image/origin/055/2019/09/07/757189.jpg?type=ofullfill106_72","靑, 맞대응 자제했지만 불만…'조국 임명 의지' 그대로","{""thumnail_short_text"":""<앵커> 이제 공은 청와대로 넘어간 상태입니다. 대통령이 어제(6일) 동남아 순방 …"",""thumnail_press"":""SBS"",""thumnail_date"":""14시간전""}","https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=055&aid=0000757189"
"https://mimgnews.pstatic.net/image/origin/055/2019/09/07/757188.jpg?type=ofullfill106_72","조국 아내 기소 엇갈린 반응…조국 ""임명권자 뜻 존중""","{""thumnail_short_text"":""<앵커> 부인이 기소된 데 대해서 조국 후보자는 아쉽지만 임명권자, 그러니까 대통 …"",""thumnail_press"":""SBS"",""thumnail_date"":""14시간전""}","https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=055&aid=0000757188"
"https://mimgnews.pstatic.net/image/origin/437/2019/09/07/219256.jpg?type=ofullfill106_72","외교부의 반격…해외 유력 매체 활용해 '일본 주장' 비판","{""thumnail_short_text"":""[앵커] 일본의 수출 규제로 시작된 한일갈등에 대해 우리나라와 일본, 두 나라 외 …"",""thumnail_press"":""JTBC"",""thumnail_date"":""14시간전""}","https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=437&aid=0000219256"
"https://mimgnews.pstatic.net/image/origin/003/2019/09/07/9443962.jpg?type=ofullfill106_72","與 ""정치검찰 무리한 기소"" 비판…조국 임명 당위성 강조","{""thumnail_short_text"":""【서울=뉴시스】한주홍 기자 = 더불어민주당은 7일 조국 법무부 장관 후보자가 국회 …"",""thumnail_press"":""뉴시스"",""thumnail_date"":""14시간전""}","https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=003&aid=0009443962"
"https://mimgnews.pstatic.net/image/origin/437/2019/09/07/219253.jpg?type=ofullfill106_72","청와대 ""내부 기류에 변함없다""…검찰 행보엔 말 아껴","{""thumnail_short_text"":""[앵커] 문재인 대통령이 국회에 조 후보자의 청문회 보고서를 보내달라고 정한 기한 …"",""thumnail_press"":""JTBC"",""thumnail_date"":""14시간전""}","https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=437&aid=0000219253"
"https://mimgnews.pstatic.net/image/origin/437/2019/09/07/219252.jpg?type=ofullfill106_72","민주당 ""소환 없는 기소, 명백한 검찰권 남용"" 반발","{""thumnail_short_text"":""[앵커] 조국 후보자 부인 정경심 교수가 재판에 넘겨지자 더불어민주당은 즉각 강하 …"",""thumnail_press"":""JTBC"",""thumnail_date"":""15시간전""}","https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=437&aid=0000219252"
"https://mimgnews.pstatic.net/image/origin/005/2019/09/07/1237228.jpg?type=ofullfill106_72","‘검찰발 변수’ 만난 文, 그래도 조국 품을까","{""thumnail_short_text"":""조국 법무부 장관 후보자에 대한 국회 인사청문 절차가 마무리되면서 이제 문재인 대 …"",""thumnail_press"":""국민일보"",""thumnail_date"":""15시간전""}","https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=005&aid=0001237228"
"https://mimgnews.pstatic.net/image/origin/057/2019/09/07/1380554.jpg?type=ofullfill106_72","부실 자료에 화난 한국당…자료 찢고 '돼지가 되고' 화면 공개","{""thumnail_short_text"":""【 앵커멘트 】 '맹탕 청문회'라는 비판이 나왔던 이번 청문회는 부실 자료 제출 …"",""thumnail_press"":""MBN"",""thumnail_date"":""15시간전""}","https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=057&aid=0001380554"
"https://mimgnews.pstatic.net/image/origin/014/2019/09/07/4290453.jpg?type=ofullfill106_72","하태경 ""정의당, 대통령 분부대로...여당 2중대 확실""","{""thumnail_short_text"":""하태경 바른미래당 최고위 [파이낸셜뉴스] 하태경 바른미래당 최고위원은 7일 정의당 …"",""thumnail_press"":""파이낸셜뉴스"",""thumnail_date"":""15시간전""}","https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=014&aid=0004290453"
"https://mimgnews.pstatic.net/image/origin/214/2019/09/07/977932.jpg?type=ofullfill106_72","검찰 수사에 말 아낀 靑…이르면 내일 임명","{""thumnail_short_text"":""[뉴스데스크]◀ 앵커 ▶ 이제 궁금한 건 청와대의 선택이겠죠. 조 후보자는 과연 …"",""thumnail_press"":""MBC"",""thumnail_date"":""15시간전""}","https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=214&aid=0000977932"
"https://mimgnews.pstatic.net/image/origin/214/2019/09/07/977931.jpg?type=ofullfill106_72","공소시효 '맞춘' 청문회…""기소되면 사퇴"" 으름장","{""thumnail_short_text"":""[뉴스데스크]◀ 앵커 ▶ 어제 인사청문회의 막판 쟁점은 조 후보자 부인의 기소 여 …"",""thumnail_press"":""MBC"",""thumnail_date"":""15시간전""}","https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=214&aid=0000977931"
"https://mimgnews.pstatic.net/image/origin/057/2019/09/07/1380547.jpg?type=ofullfill106_72","청, 기소 관련 입장 자제…문 대통령 이르면 내일 임명 가능성","{""thumnail_short_text"":""【 앵커멘트 】 이제 공은 청와대로 넘어갔습니다. 다시 '청와대의 시간'이 됐는데 …"",""thumnail_press"":""MBN"",""thumnail_date"":""15시간전""}","https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=057&aid=0001380547"
"https://mimgnews.pstatic.net/image/origin/057/2019/09/07/1380546.jpg?type=ofullfill106_72","이인영 ""정치검찰 복귀"" vs 나경원 ""사퇴해야""…오늘도 공방 가열","{""thumnail_short_text"":""【 앵커멘트 】 기소가 결정되자 청문회를 마친 여야의 반응은 엇갈렸습니다. 민주당 …"",""thumnail_press"":""MBN"",""thumnail_date"":""15시간전""}","https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=057&aid=0001380546"
"https://mimgnews.pstatic.net/image/origin/057/2019/09/07/1380545.jpg?type=ofullfill106_72","'기소 움직임'에 청문회장도 '술렁'…긴박했던 청문회 막판","{""thumnail_short_text"":""【 앵커멘트 】 이처럼 검찰이 조국 법무부장관 후보자의 부인을 기소할 때 국회에서 …"",""thumnail_press"":""MBN"",""thumnail_date"":""15시간전""}","https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=057&aid=0001380545"
"https://mimgnews.pstatic.net/image/origin/448/2019/09/07/281676.jpg?type=ofullfill106_72","[더하기 뉴스] 태풍 '링링'에 놀란 김정은","{""thumnail_short_text"":""[앵커] 놓치면 아쉬운 더하기 뉴스입니다. 정치부 이채현 기자와 함께합니다. 첫번 …"",""thumnail_press"":""TV조선"",""thumnail_date"":""15시간전""}","https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=448&aid=0000281676"
"https://mimgnews.pstatic.net/image/origin/022/2019/09/07/3395938.jpg?type=ofullfill106_72","시속 2만㎞로 날아 상대 요격… 극초음속 무기개발 경쟁 ‘후끈’ [디펜스 포커스]","{""thumnail_short_text"":""美·中·러 사활 건 추진 / 1차 걸프전서 美 MD체계 부각 / 러·中 등 중심, …"",""thumnail_press"":""세계일보"",""thumnail_date"":""15시간전""}","https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=022&aid=0003395938"
"https://mimgnews.pstatic.net/image/origin/449/2019/09/07/177324.jpg?type=ofullfill106_72","금태섭, 與 유일하게 ‘쓴소리’…댓글·문자폭탄 ‘후폭풍’","{""thumnail_short_text"":""금태섭 의원은 어제 여당 청문위원 중 유일하게 쓴소리를 했습니다. 금 의원이 서울 …"",""thumnail_press"":""채널A"",""thumnail_date"":""16시간전""}","https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=449&aid=0000177324"
"https://mimgnews.pstatic.net/image/origin/448/2019/09/07/281673.jpg?type=ofullfill106_72","조국에 쓴소리한 금태섭에 문자 폭탄…아들까지 공격 받아","{""thumnail_short_text"":""[앵커] 어제 조국 후보자 청문회에서 다른 여당 의원들과 달리 조 후보에게 쓴소리 …"",""thumnail_press"":""TV조선"",""thumnail_date"":""16시간전""}","https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=448&aid=0000281673"
"https://mimgnews.pstatic.net/image/origin/449/2019/09/07/177323.jpg?type=ofullfill106_72","조국, 진단서 대신 ‘딸 SNS 글’…자료 제출 놓고 고성","{""thumnail_short_text"":""14시간 동안 진행된 청문회는 막판까지 자료 제출을 놓고 고성이 오갔습니다. 야당 …"",""thumnail_press"":""채널A"",""thumnail_date"":""16시간전""}","https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=449&aid=0000177323"
